,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers
0,49,B00B81XR1Y,4.2,278,7,1,1,14.24,5,12
1,57,B006RFZ66K,4.0,1917,36,43,0,11.99,14,2
2,60,B00PO7GKLM,4.4,1378,98,97,0,21.95,54,1
3,45,B007KA7V5U,4.2,198,7,3,0,7.57,5,23
4,53,B002JPJ2ZS,3.8,2981,185,65,0,27.07,5,16
5,51,B00W659M3S,3.7,492,30,2,0,25.0,0,5
6,59,B00C5AHTC0,4.5,1097,18,10,0,6.57,5,16
7,43,B01LTIQ0R8,3.2,6,0,0,0,11.99,0,1
8,55,B00WRN3TBU,4.7,2080,123,15,0,15.95,36,1
9,54,B00365DABC,4.6,4258,239,82,0,7.86,5,37
10,46,B00K2RFAX8,4.6,1196,35,10,0,5.59,0,1
11,44,B0054LHI5A,4.7,2956,68,22,0,8.54,5,24
12,56,B0000536Y7,4.4,4418,161,32,0,3.45,5,54
13,47,B00LNOV8JO,4.3,4386,335,75,0,13.95,0,1
14,48,B005HO0AR2,4.6,4533,123,30,0,13.79,5,15
15,41,B00X6ZNWG0,3.5,921,38,11,0,33.2,5,1
16,52,B01LZOA8F6,3.8,756,35,3,0,13.98,18,1
17,58,B00SAT6GVK,4.5,2467,128,35,0,13.68,0,40
18,42,B00H7KTEZ8,4.7,2641,58,24,0,13.16,5,1
19,50,B0090UJFYI,4.3,4751,329,154,0,14.49,0,6
20,1,B0014P8L9W,4.5,13066,1000,262,0,9.48,0,57
21,10,B00MWI2IS0,4.3,4789,221,31,0,10.6,0,70
22,16,B00SK71SAG,4.6,3551,60,39,0,8.05,5,9
23,11,B00MLBPDQ2,4.6,979,27,9,0,18.73,5,29
24,4,B01K2UMMI0,4.3,4438,164,60,0,23.95,56,1
25,13,B004D2DR0Q,4.4,1917,137,21,0,10.68,5,19
26,14,B00461F4PA,3.9,6934,393,98,0,0.0,0,1
27,12,B01M4MCUAF,4.5,5672,475,106,0,19.99,50,1
28,6,B00HYV2F7E,4.2,788,23,16,0,13.91,5,1
29,7,B00XTAFYKY,4.2,7273,546,75,0,14.2,5,6
30,18,B004UH74DA,4.6,4533,123,30,0,10.38,5,23
31,5,B0020VJTDG,4.4,905,14,3,3,6.21,5,49
32,3,B004CDQ73K,4.4,1923,130,25,0,9.72,5,64
33,20,B00IOZWC2M,4.3,5773,216,20,0,14.2,5,5
34,2,B00016XJ4M,4.6,8150,313,107,0,10.48,47,47
35,17,B002MSN3QQ,4.4,2634,190,35,0,32.5,0,1
36,15,B004AI97MA,4.3,4553,347,81,0,12.33,5,1
37,19,B071X4VQ99,4.6,801,52,7,0,89.04,0,1
38,9,B001V9SXXU,4.6,4258,239,82,0,11.01,5,50
39,8,B0002QB9NE,4.5,5978,93,58,0,8.47,0,1
40,74,B0000YUXI0,4.3,5644,112,30,0,14.95,0,7
41,72,B010FHRA4G,4.5,1951,116,19,0,14.7,51,1
42,75,B009D028GC,4.4,462,18,5,4,27.54,5,7
43,71,B00H2B4H2M,4.1,2270,212,80,0,19.99,0,16
44,64,B00YJISUI8,4.2,561,61,5,0,19.95,0,1
45,73,B007HD570Q,4.6,1870,103,13,0,8.27,5,59
46,66,B0169PFLFI,4.0,4092,218,440,0,14.2,5,5
47,79,B00PBX3TN6,4.1,795,12,3,1,4.66,5,43
48,70,B00172O9NO,4.5,2195,85,8,0,14.0,0,1
49,61,B01M1HIIUT,4.6,577,70,6,0,19.99,50,1
50,78,B01AAQD2NU,4.4,2321,87,28,0,29.99,57,18
51,80,B00AREGVUM,4.3,4553,347,81,0,16.99,39,1
52,77,B01M0PB8DZ,4.1,394,42,10,0,11.39,5,14
53,76,B00V9D7O1U,4.2,393,11,2,1,18.98,5,8
54,69,B00YPBPO0Q,4.6,209,7,2,0,8.47,0,1
55,62,B004X8JVT6,4.4,126,4,1,0,3.97,64,19
56,67,B00G2TQNZ4,4.5,3405,159,53,0,15.95,56,1
57,63,B00HNSSV3U,4.6,380,28,12,0,8.99,12,1
58,65,B06VYF7GKP,3.0,230,9,2,2,6.99,77,1
59,68,B0009EILKS,4.0,1342,16,6,3,7.49,17,1
60,29,B002LC9OES,4.5,2195,85,8,0,7.0,0,1
61,23,B006IB5T4W,4.7,1980,61,8,0,12.1,5,48
62,26,B000S5S1DK,4.3,3749,64,52,0,3.29,0,1
63,28,B001459IEE,4.6,1417,56,7,0,8.52,5,34
64,36,B00A7NUARS,4.3,1599,41,58,0,14.24,5,12
65,40,B00DM14TYC,4.3,2604,56,16,0,11.69,0,1
66,22,B003YMJJSK,4.5,3484,159,90,0,8.16,5,51
67,39,B072C29XCN,4.5,446,0,0,0,14.99,0,1
68,34,B01ES349CY,4.6,1138,116,9,0,18.99,37,1
69,38,B000NWGCZ2,4.6,2514,80,32,0,12.72,5,49
70,25,B007SAC6XE,4.3,481,41,16,0,9.72,5,43
71,27,B0046VGPHQ,4.4,5340,414,83,0,13.1,0,38
72,21,B0012J30LY,4.3,2883,192,29,0,16.93,5,10
73,24,B00H33ZP3O,4.3,88,17,2,0,13.49,24,1
74,32,B019SVHLEY,4.2,1777,96,214,0,7.99,60,3
75,37,B009GEUPMY,3.8,411,23,4,0,17.48,61,1
76,31,B00BAM7F8C,4.5,1977,92,40,0,8.6,0,17
77,30,B00PCURCYA,4.4,855,14,35,1,6.62,5,14
78,35,B01CNMASFY,4.2,657,20,224,0,8.95,75,1
79,33,B000YJ2SLG,4.7,2015,97,56,0,10.06,5,45
80,86,B0058E3XJI,4.1,3525,131,9,0,14.25,0,19
81,84,B01FLO5914,4.4,1508,78,21,0,18.95,5,1
82,99,B01M114813,4.1,394,42,10,0,23.97,5,13
83,89,B000UVZU1S,4.4,4418,161,32,0,5.22,5,41
84,81,B00JJZN1HG,4.4,1923,130,25,0,19.95,17,31
85,94,B00HNTPF7E,4.8,2080,71,12,0,19.99,0,1
86,87,B00OMXW9HI,4.7,1536,19,3,4,11.07,5,13
87,93,B00NR1YQK4,4.3,1674,121,43,0,14.24,5,19
88,83,B0017SWIU4,4.2,1646,55,13,0,17.0,0,1
89,82,B00LV6VDG2,4.5,2098,68,14,0,16.99,59,2
90,96,B06XRX3XYS,2.9,226,4,0,1,12.99,68,1
91,98,B011QHFB4A,4.8,1033,38,13,0,11.99,5,1
92,88,B00N528HIC,4.5,13066,1000,262,0,13.59,0,24
93,97,B002CML1VG,4.5,187,17,6,0,26.99,25,1
94,90,B004DOYM2Q,4.5,406,18,3,0,33.2,5,1
95,100,B00J51O4FC,4.3,202,6,4,0,5.47,0,1
96,91,B001ET76EY,4.4,1223,94,10,0,18.09,5,40
97,95,B00I69SBZ8,4.6,4533,123,30,0,8.7,0,1
98,85,B071FHQM3X,4.8,390,0,0,0,16.99,72,1
99,92,B00D9NV2D4,4.7,6231,243,56,0,15.25,0,1
