,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers
0,5,B00120VWJ0,4.7,7320,358,146,0,0.0,0,18
1,13,B004N79BYC,4.8,323,11,1,0,12.99,0,1
2,9,B000HK1OOY,4.7,7320,358,146,0,14.39,11,26
3,16,B00A6FAXOM,4.3,603,14,11,0,10.5,0,22
4,11,B00LIBEBTG,4.6,777,23,4,0,9.98,47,1
5,6,B00HNTPF7E,4.8,2068,69,12,0,19.99,0,1
6,3,B00PV15BPW,4.5,2602,82,38,0,13.95,53,1
7,12,B01LX9IIDJ,4.2,627,31,11,0,14.95,32,1
8,17,B018MU5FN6,4.7,3895,56,25,0,21.99,55,1
9,14,B01MFGN8S5,4.9,662,17,5,1,26.8,0,1
10,4,B00QPNVC0I,4.4,1505,39,7,0,8.78,5,15
11,19,B00EP5S7HE,4.4,974,91,5,0,15.74,47,23
12,18,B00B7QEBHE,4.7,267,8,1,0,8.99,0,1
13,10,B01F88BMC8,4.3,286,5,5,0,8.49,65,1
14,2,B0046VGPHQ,4.4,5276,409,82,0,13.25,0,35
15,1,B01N3BW11X,4.3,516,28,8,0,14.95,60,1
16,20,B001CTQMIC,4.3,906,14,4,5,8.49,35,1
17,7,B004N7DQHA,4.9,2400,65,75,0,29.99,14,1
18,8,B00MOL4AIQ,4.8,3773,86,22,0,19.95,64,1
19,15,B0158S5BIY,4.6,559,11,6,0,17.97,53,1
20,39,B00V6WZ7WW,4.3,637,20,10,0,4.97,17,16
21,35,B008RDEI0A,4.6,333,8,0,0,27.95,13,7
22,37,B00ZMXCN1O,4.7,1370,44,20,0,19.95,60,1
23,29,B01A09JXNK,4.2,1081,35,6,0,10.99,27,1
24,30,B00KVOR9VI,4.4,1466,15,9,2,13.75,45,3
25,22,B00ZRWMCXY,3.9,1619,51,25,0,13.99,53,1
26,33,B01N6JG35L,4.8,18,0,0,0,2.85,5,1
27,40,B0016ISD04,4.3,729,21,26,5,5.4,58,11
28,27,B01EXBUFII,4.3,696,45,13,0,19.99,0,1
29,25,B071YTN8PQ,4.4,38,8,3,3,24.94,0,1
30,24,B00B1M0XCG,4.3,1524,65,24,0,9.57,0,5
31,26,B007IAE5WY,4.7,997,36,9,0,11.4,0,18
32,34,B00HMSU4ZE,4.4,332,8,1,0,16.32,0,15
33,38,B01LK643T6,4.5,473,41,0,0,12.95,41,4
34,23,B00KFR73NU,4.4,1042,25,7,0,6.95,0,3
35,21,B00GJ1UK3G,4.0,1118,47,9,0,9.99,50,1
36,28,B0064GBCL0,4.5,149,5,1,2,7.54,0,4
37,36,B007THNPBS,4.4,161,0,0,0,4.87,19,32
38,32,B001MIZMP2,4.5,1981,52,13,0,9.95,5,23
39,31,B00YE3CPW0,4.6,1239,22,4,0,13.99,65,1
40,41,B005IYYF5E,4.2,308,5,1,1,3.99,0,5
41,54,B01ESRUYB0,4.4,221,11,1424,0,13.93,76,1
42,56,B01MYA4Q1X,4.4,187,9,0,0,14.5,58,1
43,58,B001HTTBWQ,4.4,550,28,4,0,37.5,0,30
44,53,B00BBD508C,4.8,1195,81,54,0,27.55,5,1
45,42,B06XX7QQK7,4.7,30,4,0,0,11.9,40,1
46,48,B01AJQ6LRK,3.8,262,7,0,0,3.49,0,1
47,51,B004S0ETHI,4.5,210,8,1,0,18.0,0,15
48,43,B071SDVK35,0.0,0,0,0,0,13.55,0,1
49,55,B016DQUKE0,4.7,427,5,0,0,12.95,48,1
50,44,B01BUP4T6Y,4.7,757,33,0,0,13.25,5,1
51,59,B004N7FE8Y,4.8,283,7,3,0,19.99,0,2
52,50,B00LIBEDC6,4.5,371,11,2,3,11.95,46,1
53,49,B00FA53Q8S,3.8,513,23,5,0,0.0,0,1
54,45,B01LYFI1ST,4.8,484,14,9,0,24.99,38,1
55,47,B00180DS7I,4.2,238,12,4,0,15.99,24,9
56,60,B0011DJICG,4.2,409,8,0,0,13.54,5,38
57,57,B01LZN5K60,3.9,158,13,8,0,12.99,35,1
58,46,B01LQ77K76,4.4,149,14,1,0,11.99,0,3
59,52,B01BMT8XDI,4.3,148,6,1,0,10.99,0,1
60,67,B00VTHCARY,4.6,128,4,1,0,5.59,5,7
61,75,B018UJYU2Q,4.0,302,24,3,2,23.66,5,1
62,64,B01LYSM4FZ,4.5,187,7,1,1,13.99,0,1
63,66,B07289VCXR,4.0,396,13,2,0,12.34,5,1
64,62,B00OMXWBPS,4.5,74,0,0,0,9.43,5,1
65,76,B01MYMKZPC,4.0,55,0,0,0,5.99,0,2
66,73,B01B8P253K,4.2,61,3,0,0,7.99,20,1
67,74,B00BOUQTJG,4.3,89,9,9,0,5.68,5,11
68,80,B01D9O1GA6,4.5,22,0,0,0,19.99,0,3
69,70,B06XSG786H,4.5,44,0,0,0,7.99,50,1
70,63,B00VR9YE8C,4.2,467,11,3,0,10.99,0,1
71,79,B000VT3QPQ,4.4,205,6,0,0,16.79,0,3
72,77,B014QVV9UI,5.0,8,0,0,0,4.97,23,1
73,65,B0001TSIB8,4.7,7320,358,146,0,16.99,0,21
74,68,B06Y3KKCSL,5.0,206,0,0,0,14.95,25,1
75,69,B008MP481M,4.2,2846,38,14,0,12.5,50,1
76,71,B001MX89Y8,4.4,663,7,4,2,7.99,0,26
77,72,B00B7QZGI2,4.8,149,8,0,0,9.99,0,1
78,61,B06XDKC558,4.5,106,15,0,0,9.97,64,1
79,78,B000F54AN8,3.7,3626,207,128,0,21.41,0,24
80,99,B00VVMBRIK,4.8,750,27,7,1,19.97,56,1
81,84,B0193G18AW,4.5,187,7,1,1,2.98,40,14
82,92,B01HHNQUEW,4.3,213,7,3,2,16.95,50,1
83,93,B00AMO22SM,4.8,519,20,5,0,26.99,10,1
84,94,B013Q5VFQI,4.2,660,0,0,0,9.98,52,1
85,86,B01LMNPHGU,3.6,6,3,0,0,19.34,23,15
86,88,B01DMQ7VBO,4.7,117,0,0,0,16.65,0,18
87,89,B0068UZBHS,4.1,556,15,9,0,6.29,0,1
88,87,B00JB8VN4E,4.0,284,10,0,3,12.65,24,25
89,97,B00H9T5Z7S,4.6,664,21,2,0,18.5,0,11
90,95,B014527Y0W,4.1,327,17,25,2,11.95,65,1
91,91,B0092MG5JW,4.3,637,20,10,0,4.87,28,20
92,83,B06WWJJHM9,4.4,24,0,0,0,7.99,29,1
93,100,B000CSDDDG,4.8,595,28,10,9,6.97,0,7
94,96,B001BSH2E2,4.1,337,5,6,0,5.99,0,1
95,81,B005AYJ6EW,3.8,592,12,20,0,5.99,0,1
96,98,B0086K3G02,3.7,141,11,6,0,43.9,0,12
97,82,B01MQU4A0X,4.1,87,0,0,0,7.99,62,1
98,90,B002LA1D9Y,4.5,374,16,1,0,14.9,12,1
99,85,B01KID9XK6,4.9,319,11,3,0,22.75,5,1
