,rank,asin,stars,reviews,answers,positive votes,negative votes,price,percent discount,number sellers
0,15,B000NJG82W,4.2,1682,40,14,0,3.4,77,25
1,14,B015B9A91E,4.2,333,37,2,0,21.99,0,14
2,6,B00DTPYGHQ,4.1,411,115,9,0,16.99,0,50
3,5,B00H2B4H2M,4.1,2215,212,77,0,19.99,0,16
4,16,B00HNTPF7E,4.8,2066,69,12,0,19.99,0,1
5,13,B0009KN8UA,4.4,1291,43,61,0,11.62,5,30
6,2,B003FBI9LS,4.1,3425,170,25,0,19.9,29,51
7,19,B000050FDY,4.6,732,35,5,0,11.82,16,24
8,11,B00I847SXW,4.4,289,25,2,0,32.17,0,14
9,7,B0009I4MKW,4.5,400,16,7,1,0.0,0,1
10,8,B003S516XO,4.4,4084,227,34,0,19.96,0,16
11,20,B017IA5H0M,4.1,612,86,12,0,12.87,57,1
12,3,B014SG66UO,4.4,822,94,19,0,53.99,10,23
13,1,B0012BNVE8,3.7,1603,166,57,0,37.99,5,56
14,4,B01BFKIJ06,4.3,1713,165,37,0,24.82,5,3
15,18,B00FH692PQ,3.6,7918,360,315,0,28.49,5,8
16,12,B0050QJHTO,4.3,6433,333,92,0,24.97,0,8
17,9,B00GZG4KSG,4.3,508,35,4,0,16.19,46,7
18,10,B00LNGP8GQ,4.3,496,23,3,2,13.85,13,21
19,17,B00GLO9SBG,4.4,593,33,4,0,35.2,0,28
20,33,B00I32AN4K,4.6,3470,137,72,0,12.3,5,1
21,32,B001T8QJM0,3.8,927,8,1,3,3.99,0,5
22,35,B0170GOCVO,4.1,244,20,2,0,15.85,28,38
23,26,B01AKSOMNC,4.2,736,47,3,0,12.3,5,5
24,37,B00L1KFQKC,4.2,4564,165,80,0,9.45,62,1
25,31,B00AINMFAC,4.5,2432,120,66,0,14.84,8,33
26,39,B0046KFZC8,4.0,1455,99,8,0,19.01,0,32
27,29,B00UB6OSAQ,4.5,216,9,3,0,3.5,0,1
28,25,B0000Y8H3S,3.8,709,106,6,0,35.3,5,21
29,23,B00OKJGP74,4.4,465,11,2,0,4.99,17,1
